canonical_rxn,catalyst1,solvent1,solvent2,reagent1,reagent2,Yield,dataset
Clc1nc(N2CCOCC2)c2ncc(Br)cc2n1.Nc1cccc(B(O)O)c1>>Nc1cccc(-c2cnc3c(N4CCOCC4)nc(Cl)nc3c2)c1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CCO,O,,O=C([O-])[O-].[Na+].[Na+],70.0,train
O=C(NCc1ccccc1)c1ccc2cncc(Br)c2n1.OB(O)c1cccc(Cl)c1>>O=C(NCc1ccccc1)c1ccc2cncc(-c3cccc(Cl)c3)c2n1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],50.5,test
CCOC(=O)Cc1cn(Cc2csc3ccc(Cl)cc23)c2cc(Br)ccc12.OB(O)c1ccc(F)cc1>>CCOC(=O)Cc1cn(Cc2csc3ccc(Cl)cc23)c2cc(-c3ccc(F)cc3)ccc12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[Cs+].[Cs+],37.45,test
CC(C)(C)OC(=O)N1CCC(c2nnc(-c3cc(Br)cnc3N)o2)CC1.Cn1ccc2cc(B(O)O)ccc21>>Cn1ccc2cc(-c3cnc(N)c(-c4nnc(C5CCN(C(=O)OC(C)(C)C)CC5)o4)c3)ccc21,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],73.2,train
COC(=O)[C@@H](OC(C)(C)C)c1c(C)nc2sc3c(c2c1I)CCCC3.OB(O)c1ccc(Cl)cc1>>COC(=O)[C@@H](OC(C)(C)C)c1c(C)nc2sc3c(c2c1-c1ccc(Cl)cc1)CCCC3,[Pd],C1COCCO1,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCN(C(C)C)C(C)C,62.0,test
Brc1cnc2c(N3CCOCC3)snc2c1.OB(O)c1ccc2c(c1)OCO2>>c1cc2c(cc1-c1cnc3c(N4CCOCC4)snc3c1)OCO2,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,,,O=C([O-])[O-].[K+].[K+],64.0,test
Brc1csc2ccnc(NCc3ccccn3)c12.OB(O)c1ccccc1>>c1ccc(-c2csc3ccnc(NCc4ccccn4)c23)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],COCCOC,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],59.7,test
O=Cc1ccc(-c2cccc(Br)n2)cc1.OB(O)c1ccc(OC(F)(F)F)cc1>>O=Cc1ccc(-c2cccc(-c3ccc(OC(F)(F)F)cc3)n2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,CCOCC,,O=C([O-])[O-].[K+].[K+],75.2,train
COc1cc(Cl)c(B(O)O)cc1C(=O)O.N#Cc1cc(C(F)(F)F)ncc1Br>>COc1cc(Cl)c(-c2cnc(C(F)(F)F)cc2C#N)cc1C(=O)O,[Pd].[Pd],CCOC(C)=O,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],44.4,test
CCC1CC(Nc2ncc(Br)cc2CN2C(=O)O[C@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2C)CCO1.OB(O)c1ccccc1>>CCC1CC(Nc2ncc(-c3ccccc3)cc2CN2C(=O)O[C@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2C)CCO1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Na+].[Na+],71.0,train
CC1(C)CN(C(=O)c2cccc(-c3ncnc4ccc(Br)cc34)c2)CCN1.COc1ccc(B(O)O)cn1>>COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCNC(C)(C)C5)c4)c3c2)cn1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CC#N,CCOC(C)=O,,O=C([O-])[O-].[Na+].[Na+],89.85,train
COc1cc(Br)ccn1.COc1ccc(B(O)O)c(F)c1>>COc1ccc(-c2ccnc(OC)c2)c(F)c1,Cl[Pd]Cl,CS(C)=O,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],56.8,test
Clc1cc(I)ccn1.OB(O)c1ccccc1>>Clc1cc(-c2ccccc2)ccn1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],48.75,train
N#Cc1ccc(B(O)O)cc1.NC(=O)c1ccc2cncc(Br)c2n1>>N#Cc1ccc(-c2cncc3ccc(C(N)=O)nc23)cc1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],94.05,test
CC(C)(C)[Si](C)(C)OCc1occc1B(O)O.COC(=O)c1c(N)ccc(Br)c1N>>COC(=O)c1c(N)ccc(-c2ccoc2CO[Si](C)(C)C(C)(C)C)c1N,[Pd].[Pd],C1COCCO1,O,CC(C)(C)[PH+](C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C([O-])[O-].[Cs+].[Cs+],59.8,test
Cc1cc(NS(=O)(=O)c2cccc(Cl)c2)c2c(C)c(Br)sc2n1.OB(O)c1cc[nH]n1>>Cc1cc(NS(=O)(=O)c2cccc(Cl)c2)c2c(C)c(-c3cc[nH]n3)sc2n1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],10.4,test
NCC(c1ccc(C(F)(F)F)cc1)N1CCN(c2ncnc(N)c2Br)CC1.OB(O)c1ccc(F)cc1>>NCC(c1ccc(C(F)(F)F)cc1)N1CCN(c2ncnc(N)c2-c2ccc(F)cc2)CC1,CC(=O)[O-].CC(=O)[O-].[Pd+2],C1COCCO1,O,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,O=C([O-])[O-].[Cs+].[Cs+],75.0,test
Clc1ccc(Br)s1.OB(O)c1cccs1>>Clc1ccc(-c2cccs2)s1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,,,O=C([O-])[O-].[Na+].[Na+],80.7,train
COc1nccc2c(I)c[nH]c12.OB(O)c1ccccc1Oc1ccccc1>>COc1nccc2c(-c3ccccc3Oc3ccccc3)c[nH]c12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CO,,,[Cs+].[F-],38.6,test
Brc1ccc(I)cn1.COc1ccccc1B(O)O>>COc1ccccc1-c1ccc(Br)nc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=P([O-])([O-])[O-].[K+].[K+].[K+],87.495,train
CCc1c(-c2ccc3[nH]c(C)nc3c2)cnc(N)c1Br.OB(O)c1ccc(O)cc1>>CCc1c(-c2ccc3[nH]c(C)nc3c2)cnc(N)c1-c1ccc(O)cc1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],22.85,test
C[C@@H]1O[C@H](C)CN2c3cnc(Br)cc3CC3(C(=O)NC(=O)NC3=O)[C@@H]12.OB(O)c1cccs1>>C[C@@H]1O[C@H](C)CN2c3cnc(-c4cccs4)cc3CC3(C(=O)NC(=O)NC3=O)[C@@H]12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Cs+].[Cs+],18.4,test
CC(C)(C)OC(=O)N1CCC(O)(c2ccsc2Br)C1.OB(O)c1ccccc1O>>CC(C)(C)OC(=O)N1CCC(O)(c2ccsc2-c2ccccc2O)C1,CC(=O)[O-].CC(=O)[O-].[Pd+2],C1COCCO1,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],88.1,test
Brc1ccc(I)cc1.OB(O)c1csc2ccccc12>>Brc1ccc(-c2csc3ccccc23)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,O,,O=C([O-])[O-].[Na+].[Na+],18.65,train
Cc1ccccc1B(O)O.Cc1nc(CN2CCN(C(=O)OC(C)(C)C)CC2)ccc1Br>>Cc1ccccc1-c1ccc(CN2CCN(C(=O)OC(C)(C)C)CC2)nc1C,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],94.55,train
CSc1ncc2c(N)c(Br)c(=O)n(C3CCC3)c2n1.OB(O)c1ccccc1>>CSc1ncc2c(N)c(-c3ccccc3)c(=O)n(C3CCC3)c2n1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])O.O=C([O-])[O-].O=C([O-])[O-].[Cs+].[Cs+].[Na+].[Na+].[Na+],78.8,train
Brc1ccsc1.O=Cc1ccc(B(O)O)cc1>>O=Cc1ccc(-c2ccsc2)cc1,[Pd].[Pd].[Pd].[Pd],Cc1ccccc1,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],56.0,test
CCOC(=O)c1cccc(Nc2c(C(N)=O)cnc3cc(Br)ccc23)c1.OB(O)c1cnc(OCc2ccccc2)nc1OCc1ccccc1>>CCOC(=O)c1cccc(Nc2c(C(N)=O)cnc3cc(-c4cnc(OCc5ccccc5)nc4OCc4ccccc4)ccc23)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,CCOC(C)=O,,O=C([O-])O.[Na+],6.8,train
Nc1cncc(Br)c1.OB(O)c1cccc(O)c1>>Nc1cncc(-c2cccc(O)c2)c1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CN(C)C=O,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])O.[Na+],63.0,test
Brc1ccncc1.OB(O)c1ccc(Br)cc1>>Brc1ccc(-c2ccncc2)cc1,[Pd],CCO,c1ccccc1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],82.2,test
Nc1cc(Br)cc(-c2ccc(F)cc2F)c1.OB(O)c1ccc(F)nc1>>Nc1cc(-c2ccc(F)nc2)cc(-c2ccc(F)cc2F)c1,Cl[Pd]Cl,CC(=O)N(C)C,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],45.7,test
CC(C)n1nc(I)c2c(N)ncnc21.OB(O)c1cccc2[nH]ccc12>>CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,COCCOC,,O=C([O-])[O-].[Na+].[Na+],50.0,train
Brc1cccc(N2CCNCC2)c1.OB(O)c1ccoc1>>c1cc(-c2ccoc2)cc(N2CCNCC2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,O,,O=C([O-])[O-].[Na+].[Na+],47.9,train
OB(O)c1cccnc1.O[C@@H]1CCCC[C@H]1Nc1nc2ccc(Cn3cnc4cc(Br)cnc43)cc2s1>>O[C@@H]1CCCC[C@H]1Nc1nc2ccc(Cn3cnc4cc(-c5cccnc5)cnc43)cc2s1,c1ccc([P]([Pd][P](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,,,O=C([O-])[O-].[Na+].[Na+],31.15,test
CCNS(=O)(=O)c1ccc(Br)cc1OC(F)(F)F.Cn1c(C#N)ccc1B(O)O>>CCNS(=O)(=O)c1ccc(-c2ccc(C#N)n2C)cc1OC(F)(F)F,[Pd].[Pd],,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,[F-].[K+],18.1,test
CC(C)(C)Oc1ccc(B(O)O)cc1.CCCc1nc(CC)c(Br)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1F>>CCCc1nc(CC)c(-c2ccc(OC(C)(C)C)cc2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1F,Cl[Pd]Cl,C1COCCO1,CCOC(C)=O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],76.05,test
COc1ccc(Br)c2cnccc12.OB(O)c1ccccc1>>COc1ccc(-c2ccccc2)c2cnccc12,CC(=O)[O-].CC(=O)[O-].[Pd+2],CCO,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],99.8,test
COc1ccc(B(O)O)cc1C(=O)O.Cc1c(Br)cnc(Oc2cccc3c2CCCC3)c1[N+](=O)[O-]>>COc1ccc(-c2cnc(Oc3cccc4c3CCCC4)c([N+](=O)[O-])c2C)cc1C(=O)O,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,,,O=C([O-])[O-].[K+].[K+],92.05,train
Cc1noc(C)c1B(O)O.Nc1cccc(Br)c1>>Cc1noc(C)c1-c1cccc(N)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,,,O=C([O-])[O-].[Na+].[Na+],71.0,train
O=c1cc(N2CCOCC2)oc2c(Br)csc12.OB(O)c1cccnc1>>O=c1cc(N2CCOCC2)oc2c(-c3cccnc3)csc12,Cl[Pd]Cl,COCCOC,ClCCl,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],1.2,test
CCSc1ccccc1-c1nc2cc(Br)cnc2n1C.OB(O)c1cccc(F)c1>>CCSc1ccccc1-c1nc2cc(-c3cccc(F)c3)cnc2n1C,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],65.7,test
COc1cccc(-c2nc3ccc(I)cc3c(=O)n2CC(=O)NC(C)C)c1.O=Cc1ccc(B(O)O)o1>>COc1cccc(-c2nc3ccc(-c4ccc(C=O)o4)cc3c(=O)n2CC(=O)NC(C)C)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1CCOC1,,,O=C([O-])c1cccs1.[Cu+],31.0,test
CCOC(=O)c1nc2cccc(C)n2c1Br.OB(O)c1cccc(C(F)(F)F)c1>>CCOC(=O)c1nc2cccc(C)n2c1-c1cccc(C(F)(F)F)c1,CC(=O)[O-].CC(=O)[O-].[Pd+2],,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],50.2,test
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc(Br)ccc2[nH]1)C(C)C.OB(O)c1ccc(Cl)cc1>>COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc(-c3ccc(Cl)cc3)ccc2[nH]1)C(C)C,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,CCOC(C)=O,,O=C([O-])[O-].[Na+].[Na+],62.85,test
CN(C(=O)OC(C)(C)C)[C@H]1CCN(c2ccc3ncc(Br)n3n2)C1.COc1ncccc1B(O)O>>COc1ncccc1-c1cnc2ccc(N3CC[C@H](N(C)C(=O)OC(C)(C)C)C3)nn12,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CC#N,O,,O=C([O-])[O-].[K+].[K+],77.7,test
CCOC(=O)c1ccc(-n2cc(Br)c(C#N)n2)cc1.OB(O)c1ccc2c(c1)OCO2>>CCOC(=O)c1ccc(-n2cc(-c3ccc4c(c3)OCO4)c(C#N)n2)cc1,[Pd],CN(C)C=O,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],26.1,test
CC(=O)OCc1c(B(O)O)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O.CN1CCC(c2ccc(Nc3cc(Br)cn(C)c3=O)nc2)CC1>>CC(=O)OCc1c(-c2cc(Nc3ccc(C4CCN(C)CC4)cn3)c(=O)n(C)c2)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O,Cl[Pd]Cl,CC#N,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,CC(=O)[O-].CC(=O)[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[Na+].[Na+].[Na+].[Na+],47.85,test
O=C(O)c1ccc(I)cc1.OB(O)c1ccco1>>O=C(O)c1ccc(-c2ccco2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,O,,O=C([O-])[O-].[K+].[K+],91.95,train
CCOC(=O)c1csc(Br)c1.COc1ccc(B(O)O)cc1C(C)(C)C>>CCOC(=O)c1csc(-c2ccc(OC)c(C(C)(C)C)c2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,,,O=C([O-])[O-].[Na+].[Na+],69.0,train
COC(=O)[C@@H]1C[C@@H](F)CC[C@H]1c1nc(C)sc1Br.OB(O)c1ccc(N2CCOCC2)cc1>>COC(=O)[C@@H]1C[C@@H](F)CC[C@H]1c1nc(C)sc1-c1ccc(N2CCOCC2)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CN(C)C=O,O,O=S(=O)([O-])c1cccc(P(c2cccc(S(=O)(=O)[O-])c2)c2cccc(S(=O)(=O)[O-])c2)c1,,78.1,test
O=C1CCCCN1c1nc(Br)cs1.OB(O)c1ccc(Cl)cc1>>O=C1CCCCN1c1nc(-c2ccc(Cl)cc2)cs1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[K+].[K+],71.35,test
Brc1ccc(Br)nc1.OB(O)c1ccc(OCc2ccccc2)c(F)c1>>Fc1cc(-c2ccc(Br)cn2)ccc1OCc1ccccc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[Na+].[Na+],2.4000000000000004,train
COC(=O)c1ccnc(Br)c1.OB(O)c1cc(F)c(F)c(F)c1>>COC(=O)c1ccnc(-c2cc(F)c(F)c(F)c2)c1,Cl[Pd]Cl,CO,ClCCl,,O=C([O-])[O-].[K+].[K+],52.45,train
CC(C)(NC(=O)OC1CN2CCC1CC2)c1ccc(F)c(Br)c1.OB(O)c1cccnc1>>CC(C)(NC(=O)OC1CN2CCC1CC2)c1ccc(F)c(-c2cccnc2)c1,[Pd].[Pd],,,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,,38.65,test
CN1CCN(c2ccc(B(O)O)cc2)CC1.N#Cc1ccc2[nH]c3ncc(Br)cc3c2n1>>CN1CCN(c2ccc(-c3cnc4[nH]c5ccc(C#N)nc5c4c3)cc2)CC1,Cl[Pd]Cl,CC#N,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],52.0,test
CC(C)(C)[Si](C)(C)O[C@H]1CC[C@H](n2cc(B(O)O)cn2)CC1.Nc1ncc(I)c2c(Cl)c(Cl)oc12>>CC(C)(C)[Si](C)(C)O[C@H]1CC[C@H](n2cc(-c3cnc(N)c4oc(Cl)c(Cl)c34)cn2)CC1,Cl[Pd]Cl,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],55.35,test
Clc1nc(N2CCOCC2)c2ccc(Br)cc2n1.OB(O)c1cncnc1>>Clc1nc(N2CCOCC2)c2ccc(-c3cncnc3)cc2n1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CN(C)C=O,O,,O=C([O-])[O-].[Na+].[Na+],83.25,train
COc1ncc(B(O)O)c(OC)n1.Cc1cccc(Br)n1>>COc1ncc(-c2cccc(C)n2)c(OC)n1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCO,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],47.35,test
CNC(=O)c1nc(Br)cnc1N.OCc1cccc(B(O)O)c1>>CNC(=O)c1nc(-c2cccc(CO)c2)cnc1N,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,O,,O=C([O-])[O-].[K+].[K+],91.2,train
NC1CCC(Nc2nc(NCc3ccc(Br)nc3)c3ncn(C4CCCC4)c3n2)CC1.Nc1ccccc1B(O)O>>Nc1ccccc1-c1ccc(CNc2nc(NC3CCC(N)CC3)nc3c2ncn3C2CCCC2)cn1,[Pd],COCCOC,O,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],56.0,test
Brc1cn2c(I)cnc2cn1.N#Cc1ccc(B(O)O)cc1>>N#Cc1ccc(-c2cnc3cnc(Br)cn23)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,,,O=C([O-])[O-].[Na+].[Na+],32.9,train
FC(F)(F)Oc1ccc(-n2ccc(Br)c2)cc1.O=Cc1ccc(B(O)O)cc1>>O=Cc1ccc(-c2ccn(-c3ccc(OC(F)(F)F)cc3)c2)cc1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,C1COCCO1,CCOC(C)=O,,O=C([O-])[O-].[Na+].[Na+],19.95,test
